"Mouse","Stage","Behavior","Time","Amplitude","SEM","Condition"
7,"Post","Nest",250,0.37,0.21,"DD"
7,"Post","Nest",260,0.08,0.03,"DD"
7,"Post","Nest",270,0.55,0.23,"DD"
7,"Post","Nest",280,0.17,0.07,"DD"
7,"Post","Nest",290,0.08,0.05,"DD"
7,"Post","Nest",300,0.37,0.19,"DD"
7,"Post","Nest",310,0.5,0.31,"DD"
7,"Post","Nest",320,0.22,0.09,"DD"
7,"Post","Nest",330,0,0,"DD"
7,"Post","Nest",340,0.62,0.56,"DD"
7,"Post","Nest",350,0.6,0.29,"DD"
7,"Post","Nest",360,0.68,0.36,"DD"
7,"Post","Nest",370,0.42,0.19,"DD"
7,"Post","Nest",380,0.1,0.07,"DD"
7,"Post","Nest",390,0.12,0.08,"DD"
7,"Post","Nest",400,0.12,0.05,"DD"
7,"Post","Nest",410,0.4,0.3,"DD"
7,"Post","Nest",420,1.2,0.7,"DD"
7,"Post","Nest",430,0.95,0.47,"DD"
7,"Post","Nest",440,0.35,0.29,"DD"
7,"Post","Nest",450,0.33,0.24,"DD"
7,"Post","Nest",460,0.12,0.12,"DD"
7,"Post","Nest",470,0.4,0.17,"DD"
7,"Post","Nest",480,0.1,0.07,"DD"
7,"Post","Nest",490,0.15,0.12,"DD"
7,"Post","Nest",500,0.12,0.06,"DD"
7,"Post","Nest",510,0.7,0.45,"DD"
7,"Post","Nest",520,0.4,0.21,"DD"
7,"Post","Nest",530,0.42,0.18,"DD"
7,"Post","Nest",540,0.25,0.1,"DD"
7,"Post","Nest",550,0.5,0.26,"DD"
7,"Post","Nest",560,0.87,0.49,"DD"
7,"Post","Nest",570,0.33,0.21,"DD"
7,"Post","Nest",580,0.6,0.41,"DD"
7,"Post","Nest",590,0.12,0.05,"DD"
7,"Post","Nest",600,0.28,0.17,"DD"
7,"Post","Nest",610,0.23,0.13,"DD"
7,"Post","Nest",620,0.6,0.48,"DD"
7,"Post","Nest",630,0.28,0.11,"DD"
7,"Post","Nest",640,0.5,0.2,"DD"
7,"Post","Nest",650,1.87,0.74,"DD"
7,"Post","Nest",660,1.15,0.44,"DD"
7,"Post","Nest",670,1.6,0.54,"DD"
7,"Post","Nest",680,0.37,0.34,"DD"
7,"Post","Nest",690,0.03,0.03,"DD"
7,"Post","Nest",700,0.22,0.02,"DD"
7,"Post","Nest",710,0.2,0.12,"DD"
7,"Post","Nest",720,0.2,0.09,"DD"
7,"Post","Nest",730,0.7,0.27,"DD"
7,"Post","Nest",740,0.98,0.22,"DD"
7,"Post","Nest",750,1.3,0.46,"DD"
7,"Post","Nest",760,1.95,0.53,"DD"
7,"Post","Nest",770,1.55,0.3,"DD"
7,"Post","Nest",780,1.03,0.31,"DD"
7,"Post","Nest",790,1.05,0.23,"DD"
7,"Post","Nest",800,0.93,0.15,"DD"
7,"Post","Nest",810,1.2,0.25,"DD"
7,"Post","Nest",820,0.83,0.38,"DD"
7,"Post","Nest",830,0.55,0.13,"DD"
7,"Post","Nest",840,1.15,0.12,"DD"
7,"Post","Nest",850,1.23,0.09,"DD"
7,"Post","Nest",860,0.95,0.45,"DD"
7,"Post","Nest",870,1.37,0.55,"DD"
7,"Post","Nest",880,1.3,0.51,"DD"
7,"Post","Nest",890,0.8,0.38,"DD"
7,"Post","Nest",900,0.55,0.43,"DD"
7,"Post","Nest",910,0.3,0.24,"DD"
7,"Post","Nest",920,0.33,0.2,"DD"
7,"Post","Nest",930,0.07,0.07,"DD"
7,"Post","Nest",940,0.25,0.25,"DD"
7,"Post","Nest",950,0.7,0.3,"DD"
7,"Post","Nest",960,1.18,0.33,"DD"
7,"Post","Nest",970,0.85,0.38,"DD"
7,"Post","Nest",980,0.2,0.2,"DD"
7,"Post","Nest",990,0.87,0.48,"DD"
7,"Post","Nest",1000,0.65,0.34,"DD"
7,"Post","Nest",1010,0.3,0.15,"DD"
7,"Post","Nest",1020,0.37,0.26,"DD"
7,"Post","Nest",1030,0.53,0.33,"DD"
7,"Post","Nest",1040,0.5,0.32,"DD"
7,"Post","Nest",1050,1.15,0.1,"DD"
7,"Post","Nest",1060,0.78,0.37,"DD"
7,"Post","Nest",1070,0.5,0.28,"DD"
7,"Post","Nest",1080,0.28,0.16,"DD"
7,"Post","Nest",1090,0.6,0.23,"DD"
7,"Post","Nest",1100,0.78,0.26,"DD"
7,"Post","Nest",1110,0.57,0.25,"DD"
7,"Post","Nest",1120,0.67,0.29,"DD"
7,"Post","Nest",1130,0.68,0.37,"DD"
7,"Post","Nest",1140,0.75,0.41,"DD"
7,"Post","Nest",1150,0.33,0.24,"DD"
7,"Post","Nest",1160,0.93,0.49,"DD"
7,"Post","Nest",1170,0.45,0.25,"DD"
7,"Post","Nest",1180,0.55,0.49,"DD"
7,"Post","Nest",1190,0.37,0.37,"DD"
7,"Post","Nest",1200,0.5,0.38,"DD"
7,"Post","Nest",1210,0.2,0.09,"DD"
7,"Post","Nest",1220,0.65,0.28,"DD"
7,"Post","Nest",1230,0.17,0.1,"DD"
7,"Post","Nest",1240,0.45,0.39,"DD"
7,"Post","Nest",1250,0.35,0.24,"DD"
7,"Post","Nest",1260,0.45,0.35,"DD"
7,"Post","Nest",1270,0.35,0.17,"DD"
7,"Post","Nest",1280,0.37,0.31,"DD"
7,"Post","Nest",1290,0.43,0.39,"DD"
7,"Post","Nest",1300,0.33,0.21,"DD"
7,"Post","Nest",1310,0.2,0.2,"DD"
7,"Post","Nest",1320,0,0,"DD"
7,"Post","Nest",1330,0,0,"DD"
7,"Post","Nest",1340,0.28,0.28,"DD"
7,"Post","Nest",1350,0.08,0.05,"DD"
7,"Post","Nest",1360,0.05,0.05,"DD"
7,"Post","Nest",1370,0.42,0.33,"DD"
7,"Post","Nest",1380,0.62,0.37,"DD"
7,"Post","Nest",1390,0.45,0.23,"DD"
7,"Post","Nest",1400,0.7,0.44,"DD"
7,"Post","Nest",1410,0.7,0.64,"DD"
7,"Post","Nest",1420,0.4,0.27,"DD"
7,"Post","Nest",1430,0.82,0.33,"DD"
7,"Shocks","Nest",0,0.45,0.06,"DD"
7,"Shocks","Nest",10,0.55,0.24,"DD"
7,"Shocks","Nest",20,0.87,0.21,"DD"
7,"Shocks","Nest",30,1.12,0.33,"DD"
7,"Shocks","Nest",40,1.05,0.43,"DD"
7,"Shocks","Nest",50,0.95,0.25,"DD"
7,"Shocks","Nest",60,1.23,0.29,"DD"
7,"Shocks","Nest",70,0.82,0.23,"DD"
7,"Shocks","Nest",80,0.75,0.32,"DD"
7,"Shocks","Nest",90,0.95,0.34,"DD"
7,"Shocks","Nest",100,1.32,0.28,"DD"
7,"Shocks","Nest",110,1.25,0.44,"DD"
7,"Shocks","Nest",120,1.55,0.19,"DD"
7,"Shocks","Nest",130,1.45,0.43,"DD"
7,"Shocks","Nest",140,1.52,0.3,"DD"
7,"Shocks","Nest",150,0.78,0.42,"DD"
7,"Shocks","Nest",160,1.02,0.35,"DD"
7,"Shocks","Nest",170,0.72,0.28,"DD"
7,"Shocks","Nest",180,0.47,0.26,"DD"
7,"Shocks","Nest",190,0.67,0.55,"DD"
7,"Shocks","Nest",200,0.07,0.07,"DD"
7,"Shocks","Nest",210,0.12,0.05,"DD"
7,"Shocks","Nest",220,0.1,0.04,"DD"
7,"Shocks","Nest",230,0.08,0.05,"DD"
7,"Shocks","Nest",240,0.07,0.07,"DD"
7,"Shocks","Nest",250,0.35,0.32,"DD"
7,"Shocks","Nest",260,0.87,0.37,"DD"
7,"Shocks","Nest",270,0.58,0.15,"DD"
7,"Shocks","Nest",280,0.17,0.14,"DD"
7,"Shocks","Nest",290,0.7,0.54,"DD"
7,"Shocks","Nest",300,0.77,0.27,"DD"
7,"Shocks","Nest",310,0.35,0.24,"DD"
7,"Shocks","Nest",320,0.28,0.15,"DD"
7,"Shocks","Nest",330,0.33,0.21,"DD"
7,"Shocks","Nest",340,0.58,0.54,"DD"
7,"Shocks","Nest",350,0.7,0.49,"DD"
7,"Shocks","Nest",360,0.57,0.41,"DD"
7,"Shocks","Nest",370,0.45,0.29,"DD"
7,"Shocks","Nest",380,0.55,0.49,"DD"
7,"Shocks","Nest",390,0.22,0.14,"DD"
7,"Shocks","Nest",400,0.8,0.59,"DD"
7,"Shocks","Nest",410,0.15,0.12,"DD"
7,"Shocks","Nest",420,0.17,0.14,"DD"
7,"Shocks","Nest",430,0.35,0.23,"DD"
7,"Shocks","Nest",440,0.72,0.4,"DD"
7,"Shocks","Nest",450,0.15,0.1,"DD"
7,"Shocks","Nest",460,0.55,0.46,"DD"
7,"Shocks","Nest",470,0.2,0.17,"DD"
7,"Shocks","Nest",480,0.42,0.26,"DD"
7,"Shocks","Nest",490,0.7,0.47,"DD"
7,"Shocks","Nest",500,0.7,0.4,"DD"
7,"Shocks","Nest",510,0.35,0.17,"DD"
7,"Shocks","Nest",520,0.85,0.38,"DD"
7,"Shocks","Nest",530,0.82,0.67,"DD"
7,"Shocks","Nest",540,0.37,0.19,"DD"
7,"Shocks","Nest",550,0.87,0.74,"DD"
7,"Shocks","Nest",560,0.55,0.4,"DD"
7,"Shocks","Nest",570,0.22,0.1,"DD"
7,"Shocks","Nest",580,0.57,0.38,"DD"
7,"Shocks","Nest",590,1.05,0.64,"DD"
7,"Shocks","Nest",600,0.7,0.57,"DD"
7,"Shocks","Nest",610,1.3,0.59,"DD"
7,"Shocks","Nest",620,0.58,0.31,"DD"
7,"Shocks","Nest",630,1.33,0.6,"DD"
7,"Shocks","Nest",640,0.55,0.34,"DD"
7,"Shocks","Nest",650,0.95,0.63,"DD"
7,"Shocks","Nest",660,0.23,0.13,"DD"
7,"Shocks","Nest",670,0.62,0.44,"DD"
7,"Shocks","Nest",680,0.55,0.19,"DD"
7,"Shocks","Nest",690,1.03,0.56,"DD"
7,"Shocks","Nest",700,0.43,0.24,"DD"
7,"Shocks","Nest",710,0.68,0.52,"DD"
7,"Shocks","Nest",720,0.37,0.14,"DD"
7,"Shocks","Nest",730,0.65,0.21,"DD"
7,"Shocks","Nest",740,1.5,0.35,"DD"
7,"Shocks","Nest",750,0.83,0.11,"DD"
7,"Shocks","Nest",760,1.02,0.2,"DD"
7,"Shocks","Nest",770,1.1,0.35,"DD"
7,"Shocks","Nest",780,1.07,0.36,"DD"
7,"Shocks","Nest",790,1.05,0.35,"DD"
7,"Shocks","Nest",800,0.55,0.3,"DD"
7,"Shocks","Nest",810,1,0.58,"DD"
7,"Shocks","Nest",820,1.37,0.77,"DD"
7,"Shocks","Nest",830,0.55,0.25,"DD"
7,"Shocks","Nest",840,0.98,0.41,"DD"
7,"Shocks","Nest",850,0.62,0.31,"DD"
7,"Shocks","Nest",860,1.07,0.71,"DD"
7,"Shocks","Nest",870,0.93,0.4,"DD"
7,"Shocks","Nest",880,0.22,0.17,"DD"
7,"Shocks","Nest",890,0.55,0.32,"DD"
7,"Shocks","Nest",900,1.05,0.59,"DD"
7,"Shocks","Nest",910,0.68,0.2,"DD"
7,"Shocks","Nest",920,0.47,0.2,"DD"
7,"Shocks","Nest",930,0.72,0.29,"DD"
7,"Shocks","Nest",940,0.65,0.27,"DD"
7,"Shocks","Nest",950,0.43,0.23,"DD"
7,"Shocks","Nest",960,0.1,0.07,"DD"
7,"Shocks","Nest",970,0.25,0.13,"DD"
7,"Shocks","Nest",980,0.35,0.29,"DD"
7,"Shocks","Nest",990,0.47,0.31,"DD"
7,"Shocks","Nest",1000,0.35,0.19,"DD"
7,"Shocks","Nest",1010,0.35,0.26,"DD"
7,"Shocks","Nest",1020,0.05,0.05,"DD"
7,"Shocks","Nest",1030,0.57,0.33,"DD"
7,"Shocks","Nest",1040,0.15,0.15,"DD"
7,"Shocks","Nest",1050,0,0,"DD"
7,"Shocks","Nest",1060,0.05,0.05,"DD"
7,"Shocks","Nest",1070,0,0,"DD"
7,"Shocks","Nest",1080,0.22,0.14,"DD"
7,"Shocks","Nest",1090,0.75,0.45,"DD"
7,"Shocks","Nest",1100,0.32,0.19,"DD"
7,"Shocks","Nest",1110,0.28,0.19,"DD"
7,"Shocks","Nest",1120,0.48,0.28,"DD"
7,"Shocks","Nest",1130,0.42,0.15,"DD"
7,"Shocks","Nest",1140,0.28,0.24,"DD"
7,"Shocks","Nest",1150,0.42,0.28,"DD"
7,"Shocks","Nest",1160,0.62,0.43,"DD"
7,"Shocks","Nest",1170,1.07,0.48,"DD"
7,"Shocks","Nest",1180,0.73,0.34,"DD"
7,"Shocks","Nest",1190,0.35,0.29,"DD"
7,"Shocks","Nest",1200,0.2,0.2,"DD"
7,"Shocks","Nest",1210,0.1,0.07,"DD"
7,"Shocks","Nest",1220,0,0,"DD"
7,"Shocks","Nest",1230,0.03,0.03,"DD"
7,"Shocks","Nest",1240,0.23,0.23,"DD"
7,"Shocks","Nest",1250,0.05,0.03,"DD"
7,"Shocks","Nest",1260,0.4,0.34,"DD"
7,"Shocks","Nest",1270,0.33,0.2,"DD"
7,"Shocks","Nest",1280,0.93,0.55,"DD"
7,"Shocks","Nest",1290,0.78,0.28,"DD"
7,"Shocks","Nest",1300,0.17,0.1,"DD"
7,"Shocks","Nest",1310,0.1,0.1,"DD"
7,"Shocks","Nest",1320,0.03,0.03,"DD"
7,"Shocks","Nest",1330,0,0,"DD"
7,"Shocks","Nest",1340,0.25,0.25,"DD"
7,"Shocks","Nest",1350,0.2,0.14,"DD"
7,"Shocks","Nest",1360,0.1,0.06,"DD"
7,"Shocks","Nest",1370,0.17,0.11,"DD"
7,"Shocks","Nest",1380,0.42,0.36,"DD"
7,"Shocks","Nest",1390,0.7,0.27,"DD"
7,"Shocks","Nest",1400,0.45,0.27,"DD"
7,"Shocks","Nest",1410,1.1,0.34,"DD"
7,"Shocks","Nest",1420,1.18,0.25,"DD"
7,"Shocks","Nest",1430,1.25,0.33,"DD"
3,"Baseline","Motion",0,0,0,"DD"
3,"Baseline","Motion",10,0.175,0.105,"DD"
3,"Baseline","Motion",20,0.525,0.36,"DD"
3,"Baseline","Motion",30,0.025,0.025,"DD"
3,"Baseline","Motion",40,0,0,"DD"
3,"Baseline","Motion",50,0.25,0.19,"DD"
3,"Baseline","Motion",60,0.4,0.37,"DD"
3,"Baseline","Motion",70,0.275,0.275,"DD"
3,"Baseline","Motion",80,0.05,0.05,"DD"
3,"Baseline","Motion",90,0,0,"DD"
3,"Baseline","Motion",100,0,0,"DD"
3,"Baseline","Motion",110,0,0,"DD"
3,"Baseline","Motion",120,0,0,"DD"
3,"Baseline","Motion",130,0.325,0.325,"DD"
3,"Baseline","Motion",140,0.125,0.125,"DD"
3,"Baseline","Motion",150,0,0,"DD"
3,"Baseline","Motion",160,0.175,0.175,"DD"
3,"Baseline","Motion",170,0.5,0.36,"DD"
3,"Baseline","Motion",180,0.1,0.1,"DD"
3,"Baseline","Motion",190,0.075,0.075,"DD"
3,"Baseline","Motion",200,0,0,"DD"
3,"Baseline","Motion",210,0,0,"DD"
3,"Baseline","Motion",220,0,0,"DD"
3,"Baseline","Motion",230,0,0,"DD"
3,"Baseline","Motion",240,0.025,0.025,"DD"
3,"Baseline","Motion",250,0.3,0.27,"DD"
3,"Baseline","Motion",260,0.025,0.025,"DD"
3,"Baseline","Motion",270,0.45,0.285,"DD"
3,"Baseline","Motion",280,0,0,"DD"
3,"Baseline","Motion",290,0,0,"DD"
3,"Baseline","Motion",300,0,0,"DD"
3,"Baseline","Motion",310,0,0,"DD"
3,"Baseline","Motion",320,0.55,0.55,"DD"
3,"Baseline","Motion",330,0.15,0.15,"DD"
3,"Baseline","Motion",340,0,0,"DD"
3,"Baseline","Motion",350,0,0,"DD"
3,"Baseline","Motion",360,0,0,"DD"
3,"Baseline","Motion",370,0.1,0.1,"DD"
3,"Baseline","Motion",380,0.825,0.615,"DD"
3,"Baseline","Motion",390,0,0,"DD"
3,"Baseline","Motion",400,0,0,"DD"
3,"Baseline","Motion",410,0,0,"DD"
3,"Baseline","Motion",420,0,0,"DD"
3,"Baseline","Motion",430,0,0,"DD"
3,"Baseline","Motion",440,0.075,0.075,"DD"
3,"Baseline","Motion",450,0,0,"DD"
3,"Baseline","Motion",460,0.175,0.175,"DD"
3,"Baseline","Motion",470,0.425,0.335,"DD"
3,"Baseline","Motion",480,0.125,0.125,"DD"
3,"Baseline","Motion",490,0.65,0.65,"DD"
3,"Baseline","Motion",500,0.575,0.365,"DD"
3,"Baseline","Motion",510,1.05,0.775,"DD"
3,"Baseline","Motion",520,0.2,0.2,"DD"
3,"Baseline","Motion",530,0,0,"DD"
3,"Baseline","Motion",540,0,0,"DD"
3,"Baseline","Motion",550,0,0,"DD"
3,"Baseline","Motion",560,0.1,0.1,"DD"
3,"Baseline","Motion",570,0.85,0.82,"DD"
3,"Baseline","Motion",580,0.45,0.36,"DD"
3,"Baseline","Motion",590,1.175,0.51,"DD"
3,"Baseline","Motion",600,0.575,0.26,"DD"
3,"Baseline","Motion",610,1.05,0.57,"DD"
3,"Baseline","Motion",620,0.95,0.5,"DD"
3,"Baseline","Motion",630,0.7,0.39,"DD"
3,"Baseline","Motion",640,0.8,0.365,"DD"
3,"Baseline","Motion",650,0.675,0.23,"DD"
3,"Baseline","Motion",660,1.525,0.2,"DD"
3,"Baseline","Motion",670,0.5,0.205,"DD"
3,"Baseline","Motion",680,1.325,0.38,"DD"
3,"Baseline","Motion",690,0.75,0.41,"DD"
3,"Baseline","Motion",700,0.125,0.125,"DD"
3,"Baseline","Motion",710,1.075,0.475,"DD"
3,"Baseline","Motion",720,0.95,0.37,"DD"
3,"Baseline","Motion",730,0.075,0.075,"DD"
3,"Baseline","Motion",740,0.575,0.48,"DD"
3,"Baseline","Motion",750,1.55,0.335,"DD"
3,"Baseline","Motion",760,0.55,0.28,"DD"
3,"Baseline","Motion",770,0.475,0.27,"DD"
3,"Baseline","Motion",780,0.625,0.31,"DD"
3,"Baseline","Motion",790,0.65,0.44,"DD"
3,"Baseline","Motion",800,1.25,0.435,"DD"
3,"Baseline","Motion",810,1.25,0.275,"DD"
3,"Baseline","Motion",820,0.925,0.175,"DD"
3,"Baseline","Motion",830,0.625,0.28,"DD"
3,"Baseline","Motion",840,0.375,0.375,"DD"
3,"Baseline","Motion",850,0.225,0.195,"DD"
3,"Baseline","Motion",860,0.425,0.425,"DD"
3,"Baseline","Motion",870,0.85,0.55,"DD"
3,"Baseline","Motion",880,0.8,0.44,"DD"
3,"Baseline","Motion",890,0.975,0.45,"DD"
3,"Baseline","Motion",900,1.625,0.6,"DD"
3,"Baseline","Motion",910,0.825,0.375,"DD"
3,"Baseline","Motion",920,0.55,0.23,"DD"
3,"Baseline","Motion",930,0.625,0.22,"DD"
3,"Baseline","Motion",940,0.375,0.255,"DD"
3,"Baseline","Motion",950,0.925,0.315,"DD"
3,"Baseline","Motion",960,0.225,0.085,"DD"
3,"Baseline","Motion",970,0.5,0.29,"DD"
3,"Baseline","Motion",980,0.7,0.44,"DD"
3,"Baseline","Motion",990,0.725,0.66,"DD"
3,"Baseline","Motion",1000,0.1,0.1,"DD"
3,"Baseline","Motion",1010,0.2,0.18,"DD"
3,"Baseline","Motion",1020,0.35,0.29,"DD"
3,"Baseline","Motion",1030,1.1,0.74,"DD"
3,"Baseline","Motion",1040,0.575,0.315,"DD"
3,"Baseline","Motion",1050,0.575,0.37,"DD"
3,"Baseline","Motion",1060,0.1,0.1,"DD"
3,"Baseline","Motion",1070,0.075,0.075,"DD"
3,"Baseline","Motion",1080,0.8,0.8,"DD"
3,"Baseline","Motion",1090,0.75,0.535,"DD"
3,"Baseline","Motion",1100,0.35,0.29,"DD"
3,"Baseline","Motion",1110,0.25,0.19,"DD"
3,"Baseline","Motion",1120,0.275,0.19,"DD"
3,"Baseline","Motion",1130,0.025,0.025,"DD"
3,"Baseline","Motion",1140,0,0,"DD"
3,"Baseline","Motion",1150,0.3,0.27,"DD"
3,"Baseline","Motion",1160,0.475,0.475,"DD"
3,"Baseline","Motion",1170,0.6,0.34,"DD"
3,"Baseline","Motion",1180,0.975,0.475,"DD"
3,"Baseline","Motion",1190,0.125,0.125,"DD"
3,"Baseline","Motion",1200,0,0,"DD"
3,"Baseline","Motion",1210,0.3,0.3,"DD"
3,"Baseline","Motion",1220,0.05,0.05,"DD"
3,"Baseline","Motion",1230,0.3,0.3,"DD"
3,"Baseline","Motion",1240,0.4,0.27,"DD"
3,"Baseline","Motion",1250,0.275,0.22,"DD"
3,"Baseline","Motion",1260,0,0,"DD"
3,"Baseline","Motion",1270,1,0.53,"DD"
3,"Baseline","Motion",1280,0.275,0.275,"DD"
3,"Baseline","Motion",1290,0.325,0.265,"DD"
3,"Baseline","Motion",1300,0.3,0.215,"DD"
3,"Baseline","Motion",1310,0,0,"DD"
3,"Baseline","Motion",1320,0.975,0.8,"DD"
3,"Baseline","Motion",1330,0.325,0.235,"DD"
3,"Baseline","Motion",1340,0.175,0.175,"DD"
3,"Baseline","Motion",1350,0.05,0.05,"DD"
3,"Baseline","Motion",1360,0,0,"DD"
3,"Baseline","Motion",1370,0.275,0.17,"DD"
3,"Baseline","Motion",1380,0.475,0.305,"DD"
3,"Baseline","Motion",1390,0.375,0.375,"DD"
3,"Baseline","Motion",1400,0.275,0.275,"DD"
3,"Baseline","Motion",1410,0.175,0.175,"DD"
3,"Baseline","Motion",1420,0.1,0.1,"DD"
3,"Baseline","Motion",1430,0.025,0.025,"DD"
3,"Post","Motion",0,0,0,"DD"
3,"Post","Motion",10,0,0,"DD"
3,"Post","Motion",20,0,0,"DD"
3,"Post","Motion",30,0,0,"DD"
3,"Post","Motion",40,0,0,"DD"
3,"Post","Motion",50,0.125,0.125,"DD"
3,"Post","Motion",60,0.25,0.25,"DD"
3,"Post","Motion",70,0.175,0.175,"DD"
3,"Post","Motion",80,0.25,0.25,"DD"
3,"Post","Motion",90,0.05,0.05,"DD"
3,"Post","Motion",100,0,0,"DD"
3,"Post","Motion",110,0,0,"DD"
3,"Post","Motion",120,0,0,"DD"
3,"Post","Motion",130,0.275,0.275,"DD"
3,"Post","Motion",140,0.225,0.225,"DD"
3,"Post","Motion",150,0,0,"DD"
3,"Post","Motion",160,0,0,"DD"
3,"Post","Motion",170,0,0,"DD"
3,"Post","Motion",180,0,0,"DD"
3,"Post","Motion",190,0.05,0.05,"DD"
3,"Post","Motion",200,0,0,"DD"
3,"Post","Motion",210,0.15,0.15,"DD"
3,"Post","Motion",220,0,0,"DD"
3,"Post","Motion",230,0,0,"DD"
3,"Post","Motion",240,0.075,0.075,"DD"
3,"Post","Motion",250,0.175,0.175,"DD"
3,"Post","Motion",260,0.3,0.24,"DD"
3,"Post","Motion",270,0.025,0.025,"DD"
3,"Post","Motion",280,0.175,0.12,"DD"
3,"Post","Motion",290,0.025,0.025,"DD"
3,"Post","Motion",300,0,0,"DD"
3,"Post","Motion",310,0,0,"DD"
3,"Post","Motion",320,0,0,"DD"
3,"Post","Motion",330,0.275,0.275,"DD"
3,"Post","Motion",340,0.9,0.695,"DD"
3,"Post","Motion",350,0.65,0.485,"DD"
3,"Post","Motion",360,0,0,"DD"
3,"Post","Motion",370,0,0,"DD"
3,"Post","Motion",380,0,0,"DD"
3,"Post","Motion",390,0,0,"DD"
3,"Post","Motion",400,0,0,"DD"
3,"Post","Motion",410,0,0,"DD"
3,"Post","Motion",420,0.025,0.025,"DD"
3,"Post","Motion",430,0.35,0.23,"DD"
3,"Post","Motion",440,0.175,0.175,"DD"
3,"Post","Motion",450,0,0,"DD"
3,"Post","Motion",460,0.4,0.26,"DD"
3,"Post","Motion",470,0,0,"DD"
3,"Post","Motion",480,0,0,"DD"
3,"Post","Motion",490,0,0,"DD"
3,"Post","Motion",500,0.375,0.22,"DD"
3,"Post","Motion",510,0.45,0.42,"DD"
3,"Post","Motion",520,1.525,0.41,"DD"
3,"Post","Motion",530,1.75,0.48,"DD"
3,"Post","Motion",540,0.825,0.23,"DD"
3,"Post","Motion",550,1.25,0.46,"DD"
3,"Post","Motion",560,1.025,0.51,"DD"
3,"Post","Motion",570,1.775,0.535,"DD"
3,"Post","Motion",580,1.725,0.155,"DD"
3,"Post","Motion",590,1.9,0.375,"DD"
3,"Post","Motion",600,1.975,0.18,"DD"
3,"Post","Motion",610,1.4,0.49,"DD"
3,"Post","Motion",620,1.95,0.495,"DD"
3,"Post","Motion",630,1.45,0.335,"DD"
3,"Post","Motion",640,0.975,0.4,"DD"
3,"Post","Motion",650,1.725,0.63,"DD"
3,"Post","Motion",660,1.1,0.49,"DD"
3,"Post","Motion",670,1.075,0.355,"DD"
3,"Post","Motion",680,0.55,0.255,"DD"
3,"Post","Motion",690,0.55,0.455,"DD"
3,"Post","Motion",700,0.375,0.345,"DD"
3,"Post","Motion",710,0.9,0.58,"DD"
3,"Post","Motion",720,0.875,0.535,"DD"
3,"Post","Motion",730,0.75,0.36,"DD"
3,"Post","Motion",740,0.45,0.285,"DD"
3,"Post","Motion",750,0.275,0.275,"DD"
3,"Post","Motion",760,0.75,0.45,"DD"
3,"Post","Motion",770,0.575,0.43,"DD"
3,"Post","Motion",780,0.9,0.435,"DD"
3,"Post","Motion",790,0.825,0.51,"DD"
3,"Post","Motion",800,0.2,0.2,"DD"
3,"Post","Motion",810,0.45,0.305,"DD"
3,"Post","Motion",820,0.325,0.295,"DD"
3,"Post","Motion",830,0.725,0.425,"DD"
3,"Post","Motion",840,0.975,0.44,"DD"
3,"Post","Motion",850,0.95,0.41,"DD"
3,"Post","Motion",860,1.325,0.655,"DD"
3,"Post","Motion",870,0.45,0.27,"DD"
3,"Post","Motion",880,0.675,0.34,"DD"
3,"Post","Motion",890,0.75,0.515,"DD"
3,"Post","Motion",900,0.375,0.315,"DD"
3,"Post","Motion",910,0.125,0.125,"DD"
3,"Post","Motion",920,0.2,0.2,"DD"
3,"Post","Motion",930,0.025,0.025,"DD"
3,"Post","Motion",940,0.3,0.185,"DD"
3,"Post","Motion",950,1.175,0.41,"DD"
3,"Post","Motion",960,0.575,0.36,"DD"
3,"Post","Motion",970,0.325,0.23,"DD"
3,"Post","Motion",980,0.45,0.305,"DD"
3,"Post","Motion",990,0.35,0.24,"DD"
3,"Post","Motion",1000,0,0,"DD"
3,"Post","Motion",1010,0,0,"DD"
3,"Post","Motion",1020,0.45,0.285,"DD"
3,"Post","Motion",1030,0.9,0.42,"DD"
3,"Post","Motion",1040,0.55,0.27,"DD"
3,"Post","Motion",1050,0,0,"DD"
3,"Post","Motion",1060,0.3,0.3,"DD"
3,"Post","Motion",1070,0.325,0.325,"DD"
3,"Post","Motion",1080,0.4,0.24,"DD"
3,"Post","Motion",1090,0.5,0.355,"DD"
3,"Post","Motion",1100,0.375,0.345,"DD"
3,"Post","Motion",1110,0,0,"DD"
3,"Post","Motion",1120,0.45,0.42,"DD"
3,"Post","Motion",1130,0.2,0.2,"DD"
3,"Post","Motion",1140,0.2,0.145,"DD"
3,"Post","Motion",1150,0.225,0.195,"DD"
3,"Post","Motion",1160,0.275,0.235,"DD"
3,"Post","Motion",1170,0.575,0.575,"DD"
3,"Post","Motion",1180,0.175,0.175,"DD"
3,"Post","Motion",1190,0.425,0.315,"DD"
3,"Post","Motion",1200,0.45,0.2,"DD"
3,"Post","Motion",1210,0,0,"DD"
3,"Post","Motion",1220,0,0,"DD"
3,"Post","Motion",1230,0.225,0.225,"DD"
3,"Post","Motion",1240,0.55,0.415,"DD"
3,"Post","Motion",1250,0.45,0.28,"DD"
3,"Post","Motion",1260,0.65,0.33,"DD"
3,"Post","Motion",1270,0.225,0.225,"DD"
3,"Post","Motion",1280,0.325,0.325,"DD"
3,"Post","Motion",1290,0,0,"DD"
3,"Post","Motion",1300,0.175,0.175,"DD"
3,"Post","Motion",1310,0.3,0.3,"DD"
3,"Post","Motion",1320,0.05,0.05,"DD"
3,"Post","Motion",1330,0.1,0.1,"DD"
